title,text,subject,date
"MARINE CORPS GENERAL WARNS U.S. TROOPS: Theres A War Coming","While the mainstream media remains transfixed on a phony Trump-Russian collusion story, they completely ignore the real news, about how things appear to be heating up between Russian President Vladimir Putin and the U.S.A Marine Corps commandant on Thursday warned U.S. troops stationed in Norway to be prepared for a coming war.Neller pointed to the near future possibility of Russia and the Pacific theater being the next major areas of conflict.Sgt. Maj. Ronald Green sounded a similar tone. Just remember why you re here,  Green said.  They re watching. Just like you watch them, they watch you. We ve got 300 Marines up here; we could go from 300 to 3,000 overnight. We could raise the bar. The warnings came a day before Defense Secretary Jim Mattis told troops at Fort Bragg, N.C., that  storm clouds are gathering  over the Korean Peninsula.Whether the comments were more than motivational rhetoric remained unclear.Neller and Green s arrival in Norway coincided with heightened tensions between the U.S. and its NATO allies and Russia. According to Military.com, Russia warned Norway that its decision to host a new unit of U.S. troops through the end of 2018 would negatively affect relations. FOX NewsAccording to UK Express, Russian President Putin said the US missile defense sites in Romania containing interceptor missiles could also house ground-to-ground intermediate-range cruise missiles, which would be in violation of the 1987 Intermediate-range Nuclear Forces (INF) Treaty.He told the military officials that both the US and NATO have been  accelerating build-up of infrastructure in Europe  and emphasised that the deployment of NATO forces near Russia s borders had threatened its security.He said:  When we move military units on our own territory, they present it as some kind of a threat. And when they move military bases, infrastructure and new weapons near our borders they present it as something normal. It s probably normal for those who do it, but not for us. NATO has deployed military units to Poland and the Baltics to reassure allies worried over Russia s intentions following its 2014 annexation of Ukraine s Crimea and its support for pro-Russia separatists in eastern Ukraine.Mr Putin mentioned NATO s US-led missile defense system and efforts to develop new prospective conventional weapons among other security challenges.He added:  They are searching for some violations on our part while consistently infringing on it themselves. All that seriously affects security in Europe and in the whole world. Mr Putin accused the US of violating a landmark Cold War-era nuclear arms pact and harbouring aggressive intentions, and pledged to fend off any potential threats.FOX News  At a Q&A session with the troops in the Norwegian Home Guard base near Trondheim, Neller said that the U.S. could shift its focus from the Middle East to Eastern Europe, citing Russia s conflicts with Ukraine and Georgia as justification. He told the Marines that they should be prepared for a  big-ass fight  on the horizon.Russia has reportedly been uneasy about the presence of American troops close to its borders. The 300 U.S. Marines deployed to Norway in June 2016 were the first foreign troops allowed to operate in the country since World War II.In September of this year, Russia conducted a joint-military exercise with neighboring Belarus that involved 12,700 troops.A new National Security Strategy unveiled by the Trump administration on Monday singled out Russia and China as two world powers challenging  American power, influence, and interests, attempting to erode American security and prosperity. F",politics,"Dec 23, 2017"
"A YOUNG DONALD J TRUMP: The 34-Year Old Shares His Views on Politics, Leadership, and a Vision for Americas Renewal in 1980 [Video]","The video below is a much watch! A young Donald J. Trump speaks about leadership and politics long before he ran for president. His insight and thoughtfulness are there in a more soft spoken manner than today. Enjoy!Below this video is commentary from the interviewer many years later.INTERVIEWER RONA BARRETT 40 YEARS LATER:Many people may not remember but nearly 40 years ago then-businessman and developer Donald Trump was questioned about whether he would want to be President of the United States someday.His answer then might surprise you now.NewsChannel 3 sat down with world renown journalist and former gossip columnist Rona Barrett, who honed her journalist craft interviewing the rich and famous from the late 1950s to the early 1990s.Barrett reflected back on 1980. She had just launched a pilot program, zeroing-in on America s self-made millionaires. Her first guest was developer Donald Trump. He had a very spicy reputation way back in the 70s,  Barrett said.  He was flamboyant, in that the press made him that kind of a guy. If I look back now, He was very much like he is today. By then, Trump was on his way to becoming a billionaire. He was 34 years old. He was one of the first people, if not the first person, who ever bought the air over a major facility in Manhattan,  Barrett said.  I think it was Bonwit Teller (a luxury department store) at the time. He bought the air to build something above the place he couldn t buy! I had never heard of anyone buying air! It was Trump s first network interview. And it was done in his opulent, 66-floor penthouse. Gold in certain places, real gold in certain places,  Barrett remembered.  I mean, this fellow knew how to live a very rich life. KEYT s Beth Farnsworth sat with Barrett in the lobby of the Golden Inn and Village senior community she built in the Santa Ynez Valley. She looked back at the man she interviewed, for two hours, all those years ago. He was charming,  Barrett said.Then, she reflected on the man leading our country today. I didn t see any of the bravado that I see now. That 1980 interview between Barrett and Trump is now in demand, worldwide, all because of that one question. It just popped out of my mouth. Would you like to be President of the United States? He looked at me and he said,  No . The clip reveals a few of the reasons Trump did not embrace a presidency at the time. I see it as being a mean life and I also see it as somebody with strong views and somebody with the kind of views that are maybe a little bit unpopular, which might be right,  Trump said. And he made some sort of comment about he didn t like the attitude of political people, having to smile and be with babies,  Barrett added.At the time, Trump said he didn t feel America was  going forward  in a  proper direction  and was using very little of its  potential  as a nation. It should really be a country that gets the respect of other countries,  Trump told Barrett.He was highly critical of the handling of the 1979 Iranian hostage crisis. He also said,  There are many more people who are far more qualified to be President than I am .  Barrett remembered.Yet, he refused to name names. The one man could turn this country around,  Trump said during the interview.  The one proper President could turn this country around. Barrett did some more reflecting during NewsChannel 3 s interview, then offered a personal opinion while admitting that she s no doctor or expert. I ve always had another feeling after that interview with Donald as I was talking to him,  Barrett reflected.  I always have felt that he was trying to prove to daddy that he could be bigger and better than daddy ever could. Fred Trump was a highly successful real estate developer, mostly in New York City, and a philanthropist; but he was never President of the United States.Barrett said she was surprised when the elder Trump s son, Donald, announced his bid to run. I didn t think of him as presidential,  Barrett said.Today, Barrett stops short when it comes to labeling Donald Trump as a  good  or  bad  President. I d rather not comment. I m not a political person. I m just another human being,  Barrett said.Read more: keyt",politics,"Dec 23, 2017"
"BREAKING: FBI ARREST STOPS Horrific San Francisco MASS CASUALTY Christmas Day Attack By MUSLIM, Truck Driver and Former Marine Sharpshooter","Truck attacks are becoming increasingly popular with Muslim extremists as a way to threaten large groups of people in popular areas. Meanwhile, the US Appeals Court has just ruled President Trump s travel ban violates federal law and goes beyond  the scope of his delegated authority. The ban, which targets people from six Muslim-majority countries, should not be applied to people with strong US connections, the court said.Breitbart News   The FBI announced on Friday that it arrested California tow truck driver Everitt Aaron Jameson for plotting a Christmas terror attack on Pier 39 in San Francisco.In statements to undercover informants, Jameson outlined a plan that would have involved running civilians down with his truck, deploying improvised explosives, and using his skills as a Marine sharpshooter to increase the body count. A note he evidently intended for publication after the attack swore allegiance to ISIS and cited President Donald Trump s recognition of Jerusalem as the capital of Israel as a reason for his actions.FBI documents state that Jameson planned to use his tow truck for a mass-casualty attack on Pier 39 because he  had been there before and knew it was a heavily crowded area.  He reportedly said Christmas would be  the perfect day to commit the attack. I m glad to know we Muslims are finally hitting back. Allahu Akbar! The kuffar deserve everything and more [for] the lives they have taken,  he allegedly told an FBI informant after the November 2 truck jihad attack in New York City, which killed eight people. Allahu akbar! It says he was one of us. May Allah grant him Jannah firtuidus Amin,  he said of New York City truck terrorist Sayfullo Saipov, indicating that he hoped Saipov would enter paradise as a reward for attacking the infidels.Jameson also reportedly spoke approvingly of the attack on a Christmas party by a husband-and-wife jihadi team in San Bernardino in December 2015 and suggested his operation would include vehicles, explosives, and firearms. He told an undercover agent that America  needed another attack like New York or San Bernardino. Communicating with FBI assets he believed were representatives of the Islamic State, Jameson advertised himself as a military veteran and offered to put his skills at the service of the caliphate. In a meeting with undercover informants, he added that he was  well versed  in the Anarchist Cookbook, a manual for making bombs and other implements of terrorism. He also offered financial assistance to ISIS, offered to travel to Syria if needed, and said he was ready to die for  the cause.  He demonstrated fluency in spoken Arabic during a telephone call. I was a soldier in the kuffar army before I reverted,  he said.  I have been trained in combat and things of war. Inshallah, anything of that nature, as well as funding. Anything for Allah. The FBI confirmed that Jameson attended U.S. Marine Corps basic training and earned a  sharpshooter  rifle qualification. He was eventually discharged for  fraudulent enlistment,  apparently because he failed to disclose a history of asthma to the recruiters.When the undercover FBI operatives asked what he needed for the attack, Jameson outlined an ambitious plan involving M-16 and/or AK-47 rifles, timers, remote detonators, and pipe bomb materials.When a search warrant was executed at Jameson s residence in Modesto, a number of pistols, rifles, and ammunition were confiscated, along with his last will and testament and a handwritten letter he signed as  Abdallah abu Everitt ibn Gordon al-Amriki.  The letter was evidently meant to be published after he carried out his terror attack. It reads:I, Abdallah adu Everitt ibn Gordon, have committed these acts upon the Kuffar, in the name of Dar al Islam, Allahu Akbar! You all have brought this upon yourselves. There is no innocent Kuffar! Each and every Kuffar in this Nationalistic, Godless society has a hand in this. You ve allowed Donald J. Trump to give away Al Quds to the Jews. Both You and he are wrong, it belongs to the Muslemeen. We have penetrated and infiltrated your disgusting country. These Acts will continue until the Lions of Islam overtake you. Turn to Allah, make tawbah and fight with us, the soldiers who fight in the day and the night. Allah SWT is most forgiving. I am not. Long live Isil, Long Live Abu Bakr al-Baghdadi. Allahu akbar!Dar al Islam means the  house of Islam.  Kuffar is a derogatory term for non-Muslims. Al Quds is an Arabic name for Jerusalem. Muslemeen is another way of saying  Muslim  Tawbah means  repent.  Allah SWT is a shorthand way of saying  Allah the most glorious and exalted.  Abu Bakr al-Baghdadi is the  caliph  or leader of the Islamic State.According to the FBI, Jameson was a voracious consumer of Islamic State propaganda online, and wrote numerous  social media posts that are supportive of terrorism. ",politics,"Dec 23, 2017"
"JUST IN: SUSPECTED LEAKER and Close Confidant of James Comey Has Been Reassigned From His Post As TOP FBI Lawyer [VIDEO]","On December 5, 2017, Circa s Sara Carter warned there would be a major shake-up at the FBI after the Inspector General s report was completed. So far, Sara Carter has been right on everything she s reported on, as it relates to the Mueller investigation. In the video below, Carter tells Sean Hannity why she believes the FBI will have a major shake-up soon there are 27 leakers that the IG is looking at! Yes, 27 leakers!Sara Carter: We re going to see parts of that report before December (end of the month). We re going to see other parts of his report coming out after January. And they re looking at Peter Strzok. They re looking at Comey. They re looking at 27 leakers. It would not surprise me if there was a shake-up at the FBI and a housecleaning.Watch:Is the FBI s former top attorney, James Baker, one of the first  leaker  casualties?  James Baker, the FBI s leading lawyer who was a confidante of fired FBI Director James Comey, has been reassigned from his post, as the agency s top personnel are under high scrutiny.Baker told colleagues he will assume different duties for the bureau, the Washington Post reported.Baker oversees the bureau s Office of General Counsel and has received such awards as the George H.W. Bush Award for Excellence in counter-terrorism in 2006.He also was the subject of a leak investigation over the summer after Attorney General Jeff Sessions ordered a crackdown on leakers.The FBI had no comment when asked why Baker was being reassigned and what he would be doing.His reassignment comes at a time of increased scrutiny and pressure on the agency, following the release of private text messages between agents working in the Hillary Clinton email probe.   Daily Mail Three sources, with knowledge of the investigation, told Circa that Baker is the top suspect in an ongoing leak investigation, but Circa has not been able to confirm the details of what national security information or material was allegedly leaked.A federal law enforcement official with knowledge of ongoing internal investigations in the bureau told Circa,  the bureau is scouring for leakers and there s been a lot of investigations. The revelation comes as the Trump administration has ramped up efforts to contain leaks both within the White House and within its own national security apparatus.Baker is a close confidant of former FBI Director James Comey, and recent media reports suggested he was reportedly advising the then-FBI director on legal matters following private meetings the former director had in February with President Trump in the Oval Office.Baker was appointed to the FBI s general counsel by Comey in 2014 and has had a long and distinguished history within the intelligence community.",politics,"Dec 23, 2017"
"TRUMP RUFFLES FEATHERS With New And Bold Presidential Challenge Coin","Who knew that members of a presidential administration can have coins made to hand out.  Challenge coins  are given out and received by different people like first responders or the military . President Trump has the challenge coins he has received displayed in the Oval Office.Coin collector John Wertman shows his  very gold  Trump challenge coin:HOW THEY GOT THEIR START:Challenge coins got their start as military baubles bearing division insignia and presented by officers to troops for exemplary service. The moniker came from a tradition in which service members challenged one another to produce their coins. Those who did not have one had to buy a round of drinks.For two decades, the commander in chief has doled out distinguished-looking coins as personal mementos. Now, the presidential  challenge coin  has undergone a Trumpian transformation.The presidential seal has been replaced by an eagle bearing President Trump s signature. The eagle s head faces right, not left, as on the seal. The 13 arrows representing the original states have disappeared. And the national motto,  E pluribus unum    a Latin phrase that means  Out of many, one    is gone.Instead, both sides of the coin feature Trump s official campaign slogan,  Make America Great Again. The aide said the president, whose real estate properties are known for their gilded displays of wealth and status, was personally involved in redesigning the coin. Trump, who also had a hand in creating his famous red campaign hat,  wanted to weigh in on it,  the aide said.  It s beautifully made. FEATHERS RUFFLED: Ethics experts  are all aflutter because President Trump used his political slogan on the coin: For the commander in chief to give a political token with a campaign slogan on it to military officers would violate the important principle of separating the military from politics, as well as diminishing the tradition of the coin. There is also dispute about who pays for the coins. As it turns out, the Republican Party is paying for the coins.Yes, the coin is very gold and big but it is Trump s style. It s interesting to note the coins of Obama and Trump reflect each president.Read more: Boston Globe",politics,"Dec 23, 2017"
"AFTER A SURPRISE DETOUR&PRESIDENT TRUMP Arrives in Palm Beach to Celebrations and Protests: We are victorious [Video]","PRESIDENT TRUMP MADE A SURPRISE DETOUR ON HIS WAY TO AIR FORCE ONE TODAY President Trump stopped at Joint Base Andrews and greeted military service members and their families as he was en route to his Mar-a-Lago resort in Florida.After landing at Joint Base Andrews, he exited Marine One and headed for an air terminal to greet approximately two dozen military service members were waiting along a fence line. The move was unexpected and the crowd had originally gathered to watch him leave Joint Base Andrews. While you were down here, I wanted to say hello,  Trump said, according to a press pool report.He then proceeded to shake their hands as he wished them a  Merry Christmas. After shaking hands, Trump then boarded Air Force One PRESIDENT TRUMP ARRIVES IN PALM BEACH:President Trump is in Florida for a well-deserved break over the Christmas holiday. This is President Trump s tenth visit to Palm Beach since he came to office last January.He arrived in Palm Beach at 1:35 p.m. Friday to celebrate the holidays with his family at Mar-a-Lago. This trip will be much shorter since he s scheduled to return to Washington, D.C. on new year s Day..@realDonaldTrump exiting Air Force One at PBIA. #TrumpInPalmBeach pic.twitter.com/ShB4OuCTQk  George Bennett (@gbennettpost) December 22, 2017President Trump greeted supporters at the Palm Beach airport before he went on to Mar-a-Lago..@realDonaldTrump greeting supporters at PBIA. #TrumpInPalmBeach pic.twitter.com/NC9QBjg6s1  George Bennett (@gbennettpost) December 22, 2017Both supporters and protesters are standing along Southern Boulevard to watch the president s motorcade pass by.Rabbi Alan Sherman wearing a @realDonaldTrump yarmulke awaiting Air Force One arrival at PBIA. #TrumpInPalmBeach pic.twitter.com/glTUoKiQkO  George Bennett (@gbennettpost) December 22, 2017The president s motorcade drove unusually slow along Southern Boulevard so he could wave to crowds on the street.Barbara Goff, with niece Savannah, said of @realDonaldTrump:  I think he is a very smart and intelligent person. People don t like him and I don t know why. The protestors are awful just disgraceful to the people who are for him.  #TrumpInPalmBeach pic.twitter.com/Fv71s9RRje  Jorge Milian (@caneswatch) December 22, 2017Among supporters was a group of Orthodox Jews who made signs thanking Trump for commuting the prison sentence of Sholom Rubashkin, a former meatpacking executive convicted of bank fraud.Jewish pro-Trump group dancing and singing  We are victorious  outside Dreher Park. #TrumpInPalmBeach pic.twitter.com/RXE9WrBfh5  Jorge Milian (@caneswatch) December 22, 2017",politics,"Dec 22, 2017"
"NEVER-TRUMPER and Weekly Standard Editor Sends Vile Tweet Mocking VP Pence&Suggests Pence Has Replaced God With President Trump","The former Fox News contributor and editor of the Weekly Standard, Bill Kristol, took to Twitter to appease his newfound liberal friends with a disgusting tweet, mocking devout Christian and genuine conservative, Vice President Mike Pence. Ever since President Trump won the election, Kristol and his  never-Trump  friends have become unhinged with hate for the President and for anyone he surrounds himself with. Yesterday, Vice President Mike Pence made a surprise visit to the troops in war-torn Afghanistan to roll out President Trump s new  fight to win  policy.Pence addressed the troops at a Bagram Airfield hangar, telling them that before he made his trip, he asked president Trump what message he wanted to be delivered to the troops. Here is Pence s touching message to the troops from President Trump:Pence told the troops,  Before I left the White House yesterday, I asked Trump if he had a message for our troops here in Afghanistan. And he looked at me and said,  Tell them I love them.  And he did.WATCH:Before I left the @WhiteHouse yesterday, I asked @POTUS Trump if he had a message for our troops here in Afghanistan. And he looked at me and said,  Tell them I love them.  pic.twitter.com/PO4F7Z5vOx  Vice President Mike Pence (@VP) December 21, 2017 Never-Trumper  and former frequent FOX News guest Bill Kristol mocked Vice President Mike Pence over his speech to our troops. Kristol wrote:And I, a mere humble and unworthy VP, gazed back into the kindly and understanding eyes of the great and glorious POTUS, and said,  Thank you O POTUS! And thank you for letting us say once again, Merry Christmas! And I, a mere humble and unworthy VP, gazed back into the kindly and understanding eyes of the great and glorious POTUS, and said,  Thank you O POTUS! And thank you for letting us say once again, Merry Christmas!  https://t.co/RAQwmQk2Sq  Bill Kristol (@BillKristol) December 22, 2017Little sad man, Bill Kristol, who was once respected by conservative Americans, has been reduced to retweeting glowing articles about himself published by liberal rag publications like The Slate to discuss  where Republicans went awry, whether Palin abetted Trump s rise, and the costs of rationalization. NEW @IHaveToAskPod: @BillKristol talks about where Republicans went awry, whether Palin abetted Trump's rise, and the costs of rationalization. https://t.co/rEwacCUfZx  Isaac Chotiner (@IChotiner) December 21, 2017 ",politics,"Dec 22, 2017"
"MORNING JOE PANEL Says Nikki Haley Embarrassed the U.S. at the UN&Embarrassed? We Think NOT! [Video]"," It s really interesting to hear this panel go ballistic over Nikki Haley finally standing up for America.MSNBC s  Morning Joe  panel on Friday lashed out at U.S. Ambassador to the United Nations Nikki Haley for her speech before the U.N. General Assembly the prior day in which she criticized countries that supported a resolution condemning President Donald Trump s decision to recognize Jerusalem as Israel s capital.Haley castigated the U.N. on Thursday after the international body backed a non-binding resolution to reject the U.S. decision on Jerusalem. The United States will remember this day in which it was singled out for attack in this assembly,  she said, threatening to cut off funding to the U.N.  We will remember it when we are called upon to once again make the world s largest contribution  to the U.N. and when other member nations ask Washington  to pay even more and to use our influence for their benefit. The  Morning Joe  panel took issue with Haley s remarks We think she stood strong and put these freeloading nations on notice. We say BRAVO! Read more: WFB",politics,"Dec 22, 2017"
"CHRIS CHRISTIE Gets Frustrated&SNAPS At MSNBC Hack Host Nicolle Wallace: Do You Work For Mueller Now? [VIDEO]","New Jersey Republican Governor Chris Christie got into a heated discussion with MSNBC host Nicolle Wallace on Tuesday. Wallace asked Christie about Chris Wray, the new director of the FBI.  Governor Christie told Wallace that he thought highly of Wray and that he was going to be an outstanding director of the FBI. Christie told Wallace that Mueller made some mistakes, in that he didn t do a very good job of vetting his team for his Russian collusion investigation. Christie then went on to tell her that Bob Mueller is a good man, but he shouldn t have allowed biased agents to be involved in the investigation.Wallace asked Christie,  Were you ever around Donald Trump when he was ever warned about Russia or Russians? Christie responded,  No, not that I remember, no. Wallace continued to press Christie,  Were you ever around Donald Trump with Mike Flynn when they were talking about Russia or Russians? Christie answered,  Who are you? Do you work for Mueller now? I mean, you know, no. Watch the exchange here:",politics,"Dec 21, 2017"
"NBC REPORTER Asks Sarah Sanders About Taxes&She Points Directly To Reporters Paycheck [Video]","Sarah Sanders does it again! The snarky DC reporters always try and get her but she ends up on top every time! This time was no exception;Daily Caller reports:The GOP tax reform bill is the most talked-about thing in the country right now. When NBC asked White House press secretary Sarah Sanders about its effects Thursday, Sanders pointed to the huge bonuses many at NBC will be receiving because of the bill.Multiple corporations announced a mix of thousand-dollar bonuses, pay increases and heavy sums of charitable giving in response to the tax cuts.One of those corporations was Comcast-NBCUniversal.Sarah Sanders  made use of the fact that journalists are getting a pay raise under this tax cut, in part because there was so much misinformation about the tax cut in media. CNN s Brian Stelter tweeted the report with this comment last night:Sanders responded to Stelter s comment with this reminder:The left has been tripped up numerous times in the past few days. Chuck Schumer claimed that AT&T employees would suffer because of the tax bill but they came out with a great bonus for employees right after the bill passed in the Senate:Democrats have played the drama queen role calling the tax bill  Armageddon . They will be proven wrong on this even though they pulled out all the stops to try and make tax reform sound bad. MAGA!",politics,"Dec 21, 2017"
"PELOSI CHUCKLES AND MOCKS President Trump when Asked About Their Relationship [Video]","What a bizarre exchange between a reporter and Democrat leader Nancy Pelosi! She is asked during a press conference what her relationship is with President Trump and she laughed. What s even stranger is she mocked the way Trump says  DACA .It s as if she detests the president so much that she can t bring herself to speak his name. Notice how she talks in disjointed sentences and stops suddenly to think. She cannot even form a complete thought! This is yet another example of the strange behavior of Pelosi that is ignored by the main stream media like an enabling spouse.Minority Leader Nancy Pelosi (D., Calif.) chuckled Thursday when asked to characterize her relationship with President Donald Trump, saying there is a  good rapport  there but mainly focusing on their stark disagreement over tax reform.After a reporter asked the question, Pelosi paused and smiled, appearing to gather her thoughts for a diplomatic response given her strong criticism of the administration. I think we have a good rapport,  Pelosi said.  I don t think we ve accomplished much together. Pelosi said she and Trump could find a  path  together on the Deferred Action for Childhood Arrivals (DACA) program, although she gently mocked his pronunciation of  DACA.  Read more: WFBShe went on the rant against the Republican tax bill in another disjointed word salad moment. How can anyone take her seriously when she uses terms like  armageddon  to describe the tax bill?",politics,"Dec 21, 2017"
"BIG MOUTH ROSIE ODONNELL Could Be Heading To Prison After Taking Her Hate For President Trump Too Far","Many are suggesting that the former comedian, turned militant, leftist activist, Rosie O Donnell needs to be treated by federal authorities like every other American when it comes to being held accountable for her actions. O Donnell broke the law when she offered to pay two Republican lawmakers for voting against Trump s tax cut bill on Twitter. Even offering this is illegal. You are not above the law but I guess you are since the Feds haven't been knocking on your door. with all these tweets you obviously are not joking.  Androgynous Priest (@AndrogynPriest) December 21, 2017After ex-comedian Rosie O Donnell s meltdown on Twitter before the Senate s big tax vote Tuesday night, President Donald Trump can reasonably direct federal authorities to lock her up   and even to  take some money out of her fat-ass pockets,  which he once infamously cited as a personal goal.Starting a few hours before the legislation passed, O Donnell tweeted:so how about this i promise to give 2 million dollars to senator susan collins and 2 million to senator jeff flakeif they vote NO NO I WILL NOT KILL AMERICANS FOR THE SUOER RICH DM me susan DM me jeff no shit 2 million casheach  ROSIE (@Rosie) December 20, 2017Even after another Twitter user, Louise Mensch, replied that O Donnell was irresponsibly advocating bribery, O Donnell doubled down.i disagree it is obvious there is a price corker had one collins tooflake almost brave he crawled out backwards2 million to any GOP senator who votes noon KILLING AMERICANS MILLIONS WITH OUT HEALTH CARE MY GOD HAVE WE NO SO  ROSIE (@Rosie) December 20, 2017Federal law addresses O Donnell s actions.18 U.S. Code   201 criminalizes the attempted bribery of federal officials by whoever  directly or indirectly, corruptly gives, offers or promises anything of value to any public official   with intent to influence any official act. The penalty? For Rosie, she could spend up to 15 years in jail, suffer a lifetime ban from elective office and pay up to a cool $12 million:The statute calls for a fine of  not more than three times the monetary equivalent of the thing of value, whichever is greater, or imprisoned for not more than fifteen years, or both, and may be disqualified from holding any office of honor, trust, or profit under the United States. In court, O Donnell would probably argue that her attempted bribe was in jest, or perhaps a syndrome of a mental illness.After all, her attorneys would argue, who, while seriously attempting to bribe members of the U.S. Congress would do so in such a reckless, public manner that would all but ensure a conviction?   Daily CallerThe emboldened screwball doubled down on her vile tweets calling for people to rise up against our government and  mobilize , to call 911 and again, offered to pay US Senators millions of dollars to vote against tax cuts for working, American families.WE CANNOT SIT AT HOME WHILE THEY ROB OUR NATION   YOUR NEIGHBORS HEALTH CARE   FOR THE FUCKING MERCERS AND KOCH BROTHERS   FUCK THEM   RISE UP  ROSIE (@Rosie) December 20, 2017She even asked her followers to call 911 to report a  fake  crime. There has to be a law against this:call 911   crime in progressUS SENATEthis is too much  ROSIE (@Rosie) December 20, 2017What does Rosie mean when she calls on people to  mobilize  against our government? Isn t that the same thing as calling for a coup? Isn t that also considered to be illegal?WHY HAVENT THE MOBILIZE PEOPLE   MOBILIZED https://t.co/wEucdcLqoH  ROSIE (@Rosie) December 20, 2017And then, she doubled down on stupid with this tweet:heres the thing al   i am not looking to give more money to a corrupt system   however   this bill is criminal   i therefore offer 2 million for any GOP senator that votes no   to them personally   or directed to A NON PROFIT OF THEIR CHOICE no strings attached DO WHATS RIGHT  ROSIE (@Rosie) December 20, 2017Here s how a few Twitter users responded:What you just tweeted is criminal check yourself on that !  LaDeplorable  (@NenaPacino) December 20, 2017Send that 2 million and any benefit you receive from the tax cuts back to the government. Better yet, why not go out in the streets of L.A. and find 40 homeless people and give each 50 grand for job training for a career that will change their life 4ever.  D.B. (@boingboingbong) December 20, 2017 ",politics,"Dec 21, 2017"
"WATCH: SENATOR RAND PAUL Calls For Investigation&BLASTS High-Ranking Obama Officials Who May Have Colluded To Prevent Trumps Election&Could Be Worse Than Watergate","Senator Rand Paul appeared on Bill Hemmer s Fox News show to discuss the importance of fighting the FISA law, to prevent the US government from unlawful spying and collection of information on Americans.With tax reform a done-deal and the wind at his back, Senator Rand Paul came out swinging against the Obama administration.Paul said he wants answers as to why Mueller s investigation into alleged Trump-Russia collusion appears so obviously partisan. You have the Department of Justice, where you have a high-ranking official whose wife works for the group doing opposition research on Trump being paid for by the Democrat National Committee, that sounds like a lot of high-ranking people colluding to try to prevent Donald Trump from being president,  Paul told Fox News  Bill Hemmer from the Hill on Thursday.I'm never a fan of shutting down government so that's not my intention. I am a fan of defending the bill of rights, though. pic.twitter.com/qJ9Sc298Ep  Senator Rand Paul (@RandPaul) December 21, 2017Paul was referring to last week s bombshell that top DOJ official Bruce Ohr not only met with key players in the creation of the infamous  Trump dossier,  but his wife Nellie Ohr worked for Fusion GPS, the opposition research firm that commissioned the unproven document.  BPRTime to investigate high ranking Obama government officials who might have colluded to prevent the election of @realDonaldTrump! This could be WORSE than Watergate!Time to investigate high ranking Obama government officials who might have colluded to prevent the election of @realDonaldTrump! This could be WORSE than Watergate!  Senator Rand Paul (@RandPaul) December 21, 2017",politics,"Dec 21, 2017"
"REP STEVE SCALISE Scolds Obama Crony For Obit Tweet About GOP Leaders","WHAT S WRONG WITH THESE PEOPLE? Clinton Crony Ben Rhodes tweeted out a wish for death to McConnell, Ryan and Pence:Rhodes is a former Obama administration official with the National Security Council.Republican Steve Scalise was shot last year when a crazed Democrat attacked Republicans practicing for a baseball game He was near death and had months of recovery before he could come back to D.C. It goes without saying that the Ben Rhodes tweet was very insensitive and helps no one in any way to bridge the gap between Democrats and Republicans. The Democrats continuously show themselves to be hateful and snarky Not a good look for anyone.Scalise responded to the Rhodes tweet with a short and sweet tweet that got the point across:You may want to reconsider your rhetoric. https://t.co/VQVWej6n00  Rep. Steve Scalise (@SteveScalise) December 21, 2017But the lefty lunatics started coming after Scalise. No kidding!GOP. Whip offended by implication fellow Republicans leaders are not immortal https://t.co/LnwO2caZ1h  Jonathan Chait (@jonathanchait) December 21, 2017Sicko!",politics,"Dec 21, 2017"
"JUST IN: FORMER NBC NEWS ANCHOR Tom Brokaw Tells Morning Joe Hacks Were At War With Trump&and Fox News Is On A Jihad [VIDEO]","This morning, President Trump tweeted a note of congratulations to Fox and Friends, after they were named,  The Most Influential Show In News . In his tweet, President Trump told Fox and Friends,  You deserve it    three great people! The many Fake News Hate Shows should study your formula for success! Was @foxandfriends just named the most influential show in news? You deserve it   three great people! The many Fake News Hate Shows should study your formula for success!  Donald J. Trump (@realDonaldTrump) December 21, 2017Trump s tweet was enough to put the maniacal Trump hater Mika Brzezinski over the edge. She mockingly read the tweet to the MSNBC show s panel, then turned to Tom Brokaw to ask for his reaction to President Trump s tweet.  Brokaw smugly told Brzezinski that President Donald Trump watches Fox News because it  reinforces what he believes . Brokaw then went on to exclude leftist crybaby Shepard Smith from his disgusting and inflammatory assertion that Fox News is on a jihad. Fox News, after Shepard Smith, in the late afternoon, is on a jihad right now on the whole question about whether there is a fairness about this or not,  Brokaw told Brzezinski.  The whole assault is on the institutions. Brokaw then went on to criticize Newt Gingrich for daring to call out the corrupt and biased behavior of the FBI, that s recently been uncovered as a result of the Trump-Russian collusion witch hunt. Brokaw told the panel,  Newt Gingrich looking in the camera and saying the FBI is a corrupt organization, right? Three months earlier he had said Bob Mueller is one of the great, distinguished public servants we have. Newt Gingrich looking into the camera and saying the FBI is a corrupt organization   three months earlier he d said Bob Mueller is one of the great, distinguished public servants we have. So, we re at war here,  Brokaw told the like-minded leftist hack panel at MSNBC.Watch (audio is missing for the first second of the video):",politics,"Dec 21, 2017"
